	reactant	product	byproduct	reagent	solvent	catalyst	yield
6371	CC(C)(C#Cc1ccc(-c2ccc(Cl)c3c(NS(C)(=O)=O)nn(CC(F)(F)F)c23)c([C@H](Cc2cc(F)cc(F)c2)NC(=O)Cn2nc(C(F)(F)F)c3c2C(F)(F)[C@@H]2C[C@H]32)n1)S(C)(=O)=O.COc1ccc(CC(=O)Cl)cc1	COc1ccc(CC(=O)N(c2nn(CC(F)(F)F)c3c(-c4ccc(C#CC(C)(C)S(C)(=O)=O)nc4[C@H](Cc4cc(F)cc(F)c4)NC(=O)Cn4nc(C(F)(F)F)c5c4C(F)(F)[C@@H]4C[C@H]54)ccc(Cl)c23)S(C)(=O)=O)cc1	empty	empty	empty	empty	0.0
6372	NS(=O)(=O)c1ccc(Cl)s1.O=C(Cl)c1ccc([N+](=O)[O-])cc1	O=C(NS(=O)(=O)c1ccc(Cl)s1)c1ccc([N+](=O)[O-])cc1	empty	empty	empty	empty	0.0
6373	CN1CCC[C@H]1CN(c1cnn(C)c1)S(N)(=O)=O.O=C(Cl)Cc1c2c(cc3c1CCC3)CCC2	CN1CCC[C@H]1CN(c1cnn(C)c1)S(=O)(=O)NC(=O)Cc1c2c(cc3c1CCC3)CCC2	empty	empty	empty	empty	0.0
6374	C=C(C)[C@@H]1CC[C@]2(C(=O)OCc3ccccc3)CC[C@]3(C)[C@H](CCC4[C@@]5(C)CC=C(c6ccc(C(=O)Cl)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CS(N)(=O)=O	C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CCC4[C@@]5(C)CC=C(c6ccc(C(=O)NS(C)(=O)=O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12	empty	empty	empty	empty	0.0
6375	COc1c(C=O)cc(S(N)(=O)=O)cc1-c1cccc(NC(N)=O)c1.O=C(Cl)Cc1ccccc1	COc1c(C=O)cc(S(=O)(=O)NC(=O)Cc2ccccc2)cc1-c1cccc(NC(N)=O)c1	empty	empty	empty	empty	0.0
6376	CCS(=O)(=O)Nc1cc(-c2ncnc(C(F)F)c2Cl)c(F)cc1C#N.CC(=O)Cl	CCS(=O)(=O)N(C(C)=O)c1cc(-c2ncnc(C(F)F)c2Cl)c(F)cc1C#N	empty	empty	empty	empty	0.0
6377	NS(=O)(=O)c1ccccc1NC(=O)c1cccc(OCc2ccccc2)c1.O=C(Cl)c1ccc([N+](=O)[O-])cc1	O=C(Nc1ccccc1S(=O)(=O)NC(=O)c1ccc([N+](=O)[O-])cc1)c1cccc(OCc2ccccc2)c1	empty	empty	empty	empty	0.0
6378	CC(C)C(=O)Cl.Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2ccc(S(N)(=O)=O)cc2)CC1	Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2ccc(S(=O)(=O)NC(=O)C(C)C)cc2)CC1	empty	empty	empty	empty	0.0
6379	COC1(c2cc(S(N)(=O)=O)nn2C2CC2)COC1.O=C(Cl)Cc1c2c(cc3c1CCC3)CCC2	COC1(c2cc(S(=O)(=O)NC(=O)Cc3c4c(cc5c3CCC5)CCC4)nn2C2CC2)COC1	empty	empty	empty	empty	0.0
6380	O=C1COCCN1Cc1ccccc1.FC(F)Oc1ccccc1CBr	O=C1C(Cc2ccccc2OC(F)F)OCCN1Cc1ccccc1	empty	empty	empty	empty	0.0
6381	COC(=O)Cc1ccc(O[Si](C)(C)C)cc1.CI	COC(=O)C(C)c1ccc(O)cc1	empty	empty	empty	empty	0.0
6382	COc1cccc(Cl)c1CBr.O=C1CC(CO)CN1C1CCCCC1	COc1cccc(Cl)c1CC1C(=O)N(C2CCCCC2)CC1CO	empty	empty	empty	empty	0.0
6383	COC(=O)Cc1c(C)nc(Cl)nc1-c1ccc(C)cc1.CCCI	CCCC(C(=O)OC)c1c(C)nc(Cl)nc1-c1ccc(C)cc1	empty	empty	empty	empty	0.0
6384	O=C1Cc2ccc(Cl)cc2N1.CI	CC1C(=O)Nc2cc(Cl)ccc21	empty	empty	empty	empty	0.0
6385	C=CC[C@]1(C(=O)OC(C)(C)C)CC(=O)N([C@H](C)c2ccccc2)C1.C=CCBr	C=CC[C@H]1C(=O)N([C@H](C)c2ccccc2)C[C@@]1(CC=C)C(=O)OC(C)(C)C	empty	empty	empty	empty	0.0
6386	COc1cc(OC)c(F)c(N2Cc3cnc(Cl)cc3CC2=O)c1F.ClCCBr	COc1cc(OC)c(F)c(N2Cc3cnc(Cl)cc3C3(CC3)C2=O)c1F	empty	empty	empty	empty	0.0
6387	O=C1Cc2ccccc2N1.ICCCCI	O=C1Nc2ccccc2C12CCCC2	empty	empty	empty	empty	0.0
6388	CC(C)(C)OC(=O)Cc1cnc(NC(=O)C(C)(C)C)cc1CCBr	CC(C)(C)OC(=O)C1CCc2cc(NC(=O)C(C)(C)C)ncc21	empty	empty	empty	empty	0.0
6389	CC(C)(C)OC(=O)NN1C(=O)Cc2ccccc2-c2ccccc21.CC(C)CI	CC(C)CC1C(=O)N(NC(=O)OC(C)(C)C)c2ccccc2-c2ccccc21	empty	empty	empty	empty	0.0
6390	CCOC(=O)CN=C(c1ccccc1)c1ccccc1.Cc1ccc(CBr)cc1C	CCOC(=O)C(N)Cc1ccc(C)c(C)c1	empty	empty	empty	empty	0.0
6391	Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)C(=O)N2.CCOC(=O)CBr	CCOC(=O)CC1(c2ccccc2)C(=O)Nc2ccc(-c3c(C)noc3C)cc21	empty	empty	empty	empty	0.0
6392	C=Cc1ccccn1.CCOC(=O)CC(=O)OCC	CCOC(=O)C(CCc1ccccn1)C(=O)OCC	empty	empty	empty	empty	0.0
6393	CCC(CC)CBr.O=C(O)C1CCCCC1	CCC(CC)CC1(C(=O)O)CCCCC1	empty	empty	empty	empty	0.0
6394	O=C1CCCN1N1CCc2ccccc21.FC(F)(F)c1ccc(CCl)c(Cl)c1	O=C1C(Cc2ccc(C(F)(F)F)cc2Cl)CCN1N1CCc2ccccc21	empty	empty	empty	empty	0.0
6395	O=C(CCc1ccc(-c2ccccc2)cc1)N1C(=O)OC[C@@H]1Cc1ccccc1.CC(C)(C)OC(=O)CBr	CC(C)(C)OC(=O)C[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)N1C(=O)OC[C@@H]1Cc1ccccc1	empty	empty	empty	empty	0.0
6396	FC(F)(F)c1cc(Oc2ccc(-c3noc(CCl)n3)cc2)ccn1.CCOP(=O)(CC(=O)OC(C)(C)C)OCC	CCOP(=O)(OCC)C(Cc1nc(-c2ccc(Oc3ccnc(C(F)(F)F)c3)cc2)no1)C(=O)OC(C)(C)C	empty	empty	empty	empty	0.0
6397	CC(C)(C)OC(=O)N1CCN(Cc2ccccc2)C(C(=O)OCc2ccccc2)C1.CI	CC(C)(C)OC(=O)N1CCN(Cc2ccccc2)C(C)(C(=O)OCc2ccccc2)C1	empty	empty	empty	empty	0.0
6398	CC(=O)c1ccc(Cl)c([N+](=O)[O-])c1.O=C(CBr)c1ccc(Cl)c([N+](=O)[O-])c1	O=C(CCC(=O)c1ccc(Cl)c([N+](=O)[O-])c1)c1ccc(Cl)c([N+](=O)[O-])c1	empty	empty	empty	empty	0.0
6399	COc1cc(OC)c(CCC2(C3CCCC3)CC(=O)CC(=O)O2)cc1Cl.O=c1[nH]c(CCl)nc2ccsc12	COc1cc(OC)c(CCC2(C3CCCC3)CC(O)=C(Cc3nc4ccsc4c(=O)[nH]3)C(=O)O2)cc1Cl	empty	empty	empty	empty	0.0
6400	O=C1Cc2ccccc2N1.ICCCCCI	O=C1Nc2ccccc2C12CCCCC2	empty	empty	empty	empty	0.0
6401	O=C1Cc2cc(-c3cccc(F)c3)cnc2N1.ICCCCCI	O=C1Nc2ncc(-c3cccc(F)c3)cc2C12CCCCC2	empty	empty	empty	empty	0.0
6402	CI.C[C@@]1(O)CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(=O)Cn4ccnn4)CC[C@@H]32)C1	C[C@@H](C(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C)n1ccnn1.C[C@H](C(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C)n1ccnn1	empty	empty	empty	empty	0.0
6403	COC(=O)[C@@H]1CCC(=O)N1C(=O)OC(C)(C)C.CI	COC(=O)[C@@H]1C[C@@H](C)C(=O)N1C(=O)OC(C)(C)C	empty	empty	empty	empty	0.0
6404	CCOC(=O)C1CCN(C(=O)OC(C)(C)C)CC1.COCCBr	CCOC(=O)C1(CCOC)CCN(C(=O)OC(C)(C)C)CC1	empty	empty	empty	empty	0.0
6405	O=[N+]([O-])c1ccc(CBr)c(CBr)c1.O=C1Cc2c(Cl)ncnc2N1	O=C1Nc2ncnc(Cl)c2[C@@]12Cc1ccc([N+](=O)[O-])cc1C2	empty	empty	empty	empty	0.0
6406	OCc1cc2cc(Cl)ccc2s1	O=Cc1cc2cc(Cl)ccc2s1	empty	empty	empty	empty	0.0
6407	N#CC1CCC(=O)C1CCCCCO	N#CC1CCC(=O)C1CCCCC=O	empty	empty	empty	empty	0.0
6408	CC(C)OCCCCCCO	CC(C)OCCCCCC=O	empty	empty	empty	empty	0.0
6409	OCC1CCN1C(c1ccccc1)c1ccccc1	O=CC1CCN1C(c1ccccc1)c1ccccc1	empty	empty	empty	empty	0.0
6410	COC(=O)CCCCCCN1C(=O)CC[C@@H]1CO	COC(=O)CCCCCCN1C(=O)CC[C@@H]1C=O	empty	empty	empty	empty	0.0
6411	CCCC/C=C/C=C\CCCCCCCCO	CCCC/C=C/C=C\CCCCCCCC=O	empty	empty	empty	empty	0.0
6412	C[C@H](CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)C(=O)N=[N+]=[N-]	C[C@H](CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)N=C=O	empty	empty	empty	empty	0.0
6413	COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)Cc5cnoc5[C@@](C)(C(=O)N=[N+]=[N-])[C@@H]4CC[C@@]3(C)[C@]1(C)CC2	COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)Cc5cnoc5[C@@](C)(N=C=O)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2	empty	empty	empty	empty	0.0
6414	Cc1noc(C)c1Cn1cc(C(=O)N=[N+]=[N-])cn1	Cc1noc(C)c1Cn1cc(N=C=O)cn1	empty	empty	empty	empty	0.0
6415	[N-]=[N+]=NC(=O)c1ccc(-c2ncn(-c3ccc(OC(F)(F)C(F)(F)F)cc3)n2)cc1	O=C=Nc1ccc(-c2ncn(-c3ccc(OC(F)(F)C(F)(F)F)cc3)n2)cc1	empty	empty	empty	empty	0.0
6416	[N-]=[N+]=NC(=O)c1cccc(Br)n1	O=C=Nc1cccc(Br)n1	empty	empty	empty	empty	0.0
6417	CN(C)C(=O)N1CC2CC(C(=O)N=[N+]=[N-])(C3CCCC3)CC2C1	CN(C)C(=O)N1CC2CC(N=C=O)(C3CCCC3)CC2C1	empty	empty	empty	empty	0.0
6418	[N-]=[N+]=NC(=O)/C=C/c1cccc(Br)c1	O=C=N/C=C/c1cccc(Br)c1	empty	empty	empty	empty	0.0
6419	C=CCCCOc1ccc(C(=O)N=[N+]=[N-])cc1	C=CCCCOc1ccc(N=C=O)cc1	empty	empty	empty	empty	0.0
6420	CC(C)(C)c1ccc(-c2ccc(C(=O)N=[N+]=[N-])s2)cc1	CC(C)(C)c1ccc(-c2ccc(N=C=O)s2)cc1	empty	empty	empty	empty	0.0
6421	CC1(C)CC[C@]2(C(=O)N=[N+]=[N-])CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1	CC1(C)CC[C@]2(N=C=O)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1	empty	empty	empty	empty	0.0
6422	CCC1(C(=O)N=[N+]=[N-])CC2CN(C(=O)N(C)C)CC2C1	CCC1(N=C=O)CC2CN(C(=O)N(C)C)CC2C1	empty	empty	empty	empty	0.0
6423	CC(C)(C)OC(=O)C1(C(=O)N=[N+]=[N-])CC=CC1	CC(C)(C)OC(=O)C1(N=C=O)CC=CC1	empty	empty	empty	empty	0.0
6424	CC(C)(C)OC(=O)NCCC(=O)N=[N+]=[N-]	CC(C)(C)OC(=O)NCCN=C=O	empty	empty	empty	empty	0.0
6425	CC[C@@H]1CN(Cc2cc([C@@H](c3ccc4c(nnn4CC)c3C)C(C)(C)C(=O)N=[N+]=[N-])ccc2C)S(=O)(=O)c2cccnc2O1	CC[C@@H]1CN(Cc2cc([C@@H](c3ccc4c(nnn4CC)c3C)C(C)(C)N=C=O)ccc2C)S(=O)(=O)c2cccnc2O1	empty	empty	empty	empty	0.0
6426	CN(C)C(=O)N1CC2CC(CC3CCCCC3)(C(=O)N=[N+]=[N-])CC2C1	CN(C)C(=O)N1CC2CC(CC3CCCCC3)(N=C=O)CC2C1	empty	empty	empty	empty	0.0
6427	CCOC(=O)[C@@](C)(CSC(C)(C)C)C(=O)N=[N+]=[N-]	CCOC(=O)[C@@](C)(CSC(C)(C)C)N=C=O	empty	empty	empty	empty	0.0
6428	Cc1ccc(C=CC(=O)N=[N+]=[N-])cc1	Cc1ccc(C=CN=C=O)cc1	empty	empty	empty	empty	0.0
6429	CN(C)C(=O)N1CC2CC(Cc3ccccc3)(C(=O)N=[N+]=[N-])CC2C1	CN(C)C(=O)N1CC2CC(Cc3ccccc3)(N=C=O)CC2C1	empty	empty	empty	empty	0.0
6430	CC(=O)OC1CC[C@]2(C)[C@H]3CC[C@@H]4C5=C(C(C)C)C(=O)C[C@]5(C(=O)N=[N+]=[N-])CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C	CC(=O)OC1CC[C@]2(C)[C@H]3CC[C@@H]4C5=C(C(C)C)C(=O)C[C@]5(N=C=O)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C	empty	empty	empty	empty	0.0
6431	[N-]=[N+]=NC(=O)/C=C/c1ccc(F)c(F)c1	O=C=NC=Cc1ccc(F)c(F)c1	empty	empty	empty	empty	0.0
6432	CC(C)c1nc2c(c(-c3ccc(F)cc3)c1/C=C/[C@@H]1C[C@H](CC(=O)OC(C)(C)C)OC(C)(C)O1)CCCc1nc(C(=O)N=[N+]=[N-])ccc1-2	CC(C)c1nc2c(c(-c3ccc(F)cc3)c1/C=C/[C@@H]1C[C@H](CC(=O)OC(C)(C)C)OC(C)(C)O1)CCCc1nc(N=C=O)ccc1-2	empty	empty	empty	empty	0.0
6433	C=CC(=O)OCCC(=O)N=[N+]=[N-]	C=CC(=O)OCCN=C=O	empty	empty	empty	empty	0.0
6434	COc1ccc(Cl)cc1C(=O)N=[N+]=[N-]	COc1ccc(Cl)cc1N=C=O	empty	empty	empty	empty	0.0
6435	CC(C)(C)OC(=O)N=P(c1ccccc1)(c1ccccc1)c1ccccc1.O=C(c1ccccc1F)C(F)(F)F	CC(C)(C)OC(=O)/N=C(/c1ccccc1F)C(F)(F)F	empty	empty	empty	empty	0.0
6436	CC(C)(C)OC(=O)N=P(c1ccccc1)(c1ccccc1)c1ccccc1.O=C(c1cccc(Br)c1)C(F)F	CC(C)(C)OC(=O)N=C(c1cccc(Br)c1)C(F)F	empty	empty	empty	empty	0.0
6437	CC(C)(C)OC(=O)N=P(c1ccccc1)(c1ccccc1)c1ccccc1.O=C(c1cc(Br)ccc1F)C(F)F	CC(C)(C)OC(=O)/N=C(/c1cc(Br)ccc1F)C(F)F	empty	empty	empty	empty	0.0
6438	CC(=O)C(CC=O)C(C)=S	CC(=S)c1ccoc1C	empty	empty	empty	empty	0.0
6439	CON=C1CCc2cc(C(=O)C(CC(=O)c3ccc(OCCN(C)C)cc3)c3ccncc3)ccc21	CON=C1CCc2cc(-c3oc(-c4ccc(OCCN(C)C)cc4)cc3-c3ccncc3)ccc21	empty	empty	empty	empty	0.0
6440	CC(=O)C(C)C(C)C(C)=O	Cc1oc(C)c(C)c1C	empty	empty	empty	empty	0.0
6441	O=C(Cc1ccccc1)[C@@H]1[C@H](C(=O)Cc2ccccc2)N(Cc2ccccc2)C(=O)N1Cc1ccccc1	O=c1n(Cc2ccccc2)c2c(Cc3ccccc3)oc(Cc3ccccc3)c2n1Cc1ccccc1	empty	empty	empty	empty	0.0
6442	COC(=O)c1cccc(C(=O)CCC(=O)c2ccc(C(C)C)cc2)c1	COC(=O)c1cccc(-c2ccc(-c3ccc(C(C)C)cc3)o2)c1	empty	empty	empty	empty	0.0
6443	CC(=O)CC1C(=O)CCC(c2ccccc2)C1=O	Cc1cc2c(o1)CCC(c1ccccc1)C2=O	empty	empty	empty	empty	0.0
6444	COc1ccc(C(=O)C(CC(=O)C2CCN(C(=O)OCc3ccccc3)CC2)c2ccc(OC)cc2)cc1	COc1ccc(-c2cc(C3CCNCC3)oc2-c2ccc(OC)cc2)cc1	empty	empty	empty	empty	0.0
6445	COc1ccc(C(=O)C(CC(=O)c2cccn2S(=O)(=O)c2ccccc2)c2ccc(OC)cc2)cc1	COc1ccc(-c2cc(-c3cccn3S(=O)(=O)c3ccccc3)oc2-c2ccc(OC)cc2)cc1	empty	empty	empty	empty	0.0
6446	O=C(CC1CN(C(=O)OCc2ccccc2)CCC1=O)c1ccc(F)cc1	O=C(OCc1ccccc1)N1CCc2oc(-c3ccc(F)cc3)cc2C1	empty	empty	empty	empty	0.0
6447	CCOC(=O)C(C(=O)C(C)(C)C)C(C(=O)c1ccccc1)c1ccc(F)cc1	CCOC(=O)c1c(C(C)(C)C)oc(-c2ccccc2)c1-c1ccc(F)cc1	empty	empty	empty	empty	0.0
6448	COc1cc(C(=O)C(CC(=O)c2ccc(OCCN(C)C)cc2)c2ccncc2)ccc1Cl	COc1cc(-c2oc(-c3ccc(OCCN(C)C)cc3)cc2-c2ccncc2)ccc1Cl	empty	empty	empty	empty	0.0
6449	N#Cc1cccc(C(=O)CCC(=O)c2cccc(C#N)c2)c1	N#Cc1cccc(-c2ccc(-c3cccc(C#N)c3)o2)c1	empty	empty	empty	empty	0.0
6450	Nc1ncc(Br)cc1C(=O)CCC(=O)c1ccccc1	Nc1ncc(Br)cc1-c1ccc(-c2ccccc2)o1	empty	empty	empty	empty	0.0
6451	CC(=O)CCC(=O)c1ccc(-c2ccccc2)cc1	Cc1ccc(-c2ccc(-c3ccccc3)cc2)o1	empty	empty	empty	empty	0.0
6452	C/C=C/C(=O)N1C(=O)OC[C@H]1c1ccccc1.C=CC[Si](C)(C)C	C=CC[C@H](C)CC(=O)N1C(=O)OC[C@H]1c1ccccc1	empty	empty	empty	empty	0.0
6453	CO[C@H]1C[C@H]2C=C[C@H]3[C@@H]4C=C(C)C(=O)[C@H]3[C@]2(O4)C(C)=C[C@@H](C)[C@@H]([C@@H](C)O)OC1=O.C=CC[Si](C)(C)C	C=CC[C@H]1[C@@H]2O[C@@]34C(C)=C[C@@H](C)[C@@H]([C@@H](C)O)OC(=O)[C@@H](OC)C[C@H]3C=C[C@@H]2[C@H]4C(=O)[C@@H]1C	empty	empty	empty	empty	0.0
6454	CCC1(CC(=O)OC)CCC=CC1=O.C=CC[Si](C)(C)C	C=CC[C@H]1CC[C@@](CC)(CC(=O)OC)C(=O)C1	empty	empty	empty	empty	0.0
6455	CO[C@H]1C[C@H]2C=C[C@H]3[C@@H]4C=C(C)C(=O)[C@H]3[C@]2(O4)C(C)=C[C@@H](C)[C@@H]([C@@H](C)O[Si](C)(C)C(C)(C)C)OC1=O.C=CC[Si](C)(C)C	C=CC[C@@H]1C(C)C(=O)[C@@H]2[C@H]3C=C[C@@H]4C[C@H](OC)C(=O)O[C@H]([C@@H](C)O[Si](C)(C)C(C)(C)C)[C@H](C)C=C(C)[C@]42O[C@H]31	empty	empty	empty	empty	0.0
6456	C[Si](C)(C)[C@@H]1CC=CC(=O)C1.C=CC[Si](C)(C)C	C=CC[C@H]1CC(=O)C[C@H]([Si](C)(C)C)C1	empty	empty	empty	empty	0.0
6457	COCOc1ccc(-c2cc3ccc(OCOC)cc3oc2=O)cc1.C=CC[Si](C)(C)C	C=CCC1c2ccc(OCOC)cc2OC(=O)C1c1ccc(OCOC)cc1	empty	empty	empty	empty	0.0
6458	C=CC[Si](C)(C)C.O=C1C=CCCC1	C=CCC1CCCC(=O)C1	empty	empty	empty	empty	0.0
6459	COC(=O)c1cc(I)cc([N+](=O)[O-])c1.Cc1ccnc(O)c1	COC(=O)c1cc(-n2ccc(C)cc2=O)cc([N+](=O)[O-])c1	empty	empty	empty	empty	0.0
6460	O=C(NCc1cn(-c2ccc(I)cc2)cn1)c1ccc(Cl)s1.Oc1ncccc1F	O=C(NCc1cn(-c2ccc(-n3cccc(F)c3=O)cc2)cn1)c1ccc(Cl)s1	empty	empty	empty	empty	0.0
6461	COc1ccc(-c2ccc3ncc4[nH]c(=O)n(-c5cn(C)nc5C)c4c3n2)cc1OC.CCI	CCn1c(=O)n(-c2cn(C)nc2C)c2c3nc(-c4ccc(OC)c(OC)c4)ccc3ncc21	empty	empty	empty	empty	0.0
6462	CC(C)(C)OC(=O)N1CC(I)C1.c1cn[nH]c1	CC(C)(C)OC(=O)N1CC(n2cccn2)C1	empty	empty	empty	empty	0.0
6463	COC(=O)c1ccn[nH]1.CC(C)I	COC(=O)c1ccnn1C(C)C	empty	empty	empty	empty	0.0
6464	CCCI.Cc1c(S(=O)(=O)NCC(C)O)sc2ccc(F)cc12	CCCN(CC(C)O)S(=O)(=O)c1sc2ccc(F)cc2c1C	empty	empty	empty	empty	0.0
6465	Cc1cnc2c(c1)[nH]c(=O)n2-c1ccc(OCc2ccccc2)cc1.CCI	CCn1c(=O)n(-c2ccc(OCc3ccccc3)cc2)c2ncc(C)cc21	empty	empty	empty	empty	0.0
6466	CCI.Cc1cc(Br)c[nH]c1=O	CCn1cc(Br)cc(C)c1=O	empty	empty	empty	empty	0.0
6467	COc1cc(C(F)(F)F)cc(C(F)(F)F)c1C(=O)N[C@@]1(c2ccccc2)CCCNC1.CCI	CCN1CCC[C@@](NC(=O)c2c(OC)cc(C(F)(F)F)cc2C(F)(F)F)(c2ccccc2)C1	empty	empty	empty	empty	0.0
6468	c1cnc2c(N3CCNCC3)cccc2c1.Clc1ccc2occ(CCI)c2c1	Clc1ccc2occ(CCN3CCN(c4cccc5cccnc45)CC3)c2c1	empty	empty	empty	empty	0.0
6469	Oc1ccccn1.Fc1cc(I)ccc1I	O=c1ccccn1-c1ccc(I)c(F)c1	empty	empty	empty	empty	0.0
6470	Cc1[nH]c2c(OCc3ccc(Cl)cc3)ccnc2c1C.CCI	Cl.CCn1c(C)c(C)c2nccc(OCc3ccc(Cl)cc3)c21	empty	empty	empty	empty	0.0
6471	O=c1cc(I)cc[nH]1.OCCI	O=c1cc(I)ccn1CCO	empty	empty	empty	empty	0.0
6472	Cc1cc(S(=O)(=O)N(C(=O)OC(C)(C)C)c2cscn2)c(F)cc1N[C@H]1CCN(C(=O)OC(C)(C)C)C1.CCI	CCN(c1cc(F)c(S(=O)(=O)N(C(=O)OC(C)(C)C)c2cscn2)cc1C)[C@H]1CCN(C(=O)OC(C)(C)C)C1	empty	empty	empty	empty	0.0
6473	COc1cc(C2(C)CCCc3nc(SCc4c(F)ccc(OCCOCCOCCI)c4F)n(-c4ccc(F)cc4)c32)ccc1Cl.CNC	COc1cc(C2(C)CCCc3nc(SCc4c(F)ccc(OCCOCCOCCN(C)C)c4F)n(-c4ccc(F)cc4)c32)ccc1Cl.O=C(O)C(F)(F)F	empty	empty	empty	empty	0.0
6474	CC(C)(C)OC(=O)N1CCN2c3ccc(Cl)cc3NC(=O)CC2C1.CCI	CCN1C(=O)CC2CNCCN2c2ccc(Cl)cc21	empty	empty	empty	empty	0.0
6475	COc1cc(OC2CNC2)ccc1[C@@H]1c2ccc3[nH]ncc3c2C[C@@H](C)N1CC(F)F.FCCCI	COc1cc(OC2CN(CCCF)C2)ccc1[C@@H]1c2ccc3[nH]ncc3c2C[C@@H](C)N1CC(F)F	empty	empty	empty	empty	0.0
6476	CCCCC1CCNCC1.C[C@H](CI)CN1C(=O)COc2cc(F)ccc21	CCCCC1CCN(C[C@@H](C)CN2C(=O)COc3cc(F)ccc32)CC1	empty	empty	empty	empty	0.0
6477	O=C1Nc2ccccc2C1=CNc1ccc(OCCCI)cc1.C1COCCN1	O=C1Nc2ccccc2C1=CNc1ccc(OCCCN2CCOCC2)cc1	empty	empty	empty	empty	0.0
6478	CC(C)(C)OC(=O)c1ccccc1N1CN(c2ccccc2)C2(CCNCC2)C1=O.O=C(CCCI)c1ccccc1	CC(C)(C)OC(=O)c1ccccc1N1CN(c2ccccc2)C2(CCN(CCCC(=O)c3ccccc3)CC2)C1=O	empty	empty	empty	empty	0.0
6479	CC(C)I.COc1ccc([N+](=O)[O-])c2cc[nH]c12	COc1ccc([N+](=O)[O-])c2ccn(C(C)C)c12	empty	empty	empty	empty	0.0
6480	C=CC(=O)N1C[C@H](C)N(c2nc(N3CC(N(C)C)C3)nc3c(F)c(-c4c(C)ccc5cn[nH]c45)c(Cl)cc23)C[C@H]1C.CCI	C=CC(=O)N1C[C@H](C)N(c2nc(N3CC(N(C)C)C3)nc3c(F)c(-c4c(C)ccc5cnn(CC)c45)c(Cl)cc23)C[C@H]1C	empty	empty	empty	empty	0.0
6481	OCCI.c1ccc2[nH]cnc2c1	OCCn1cnc2ccccc21	empty	empty	empty	empty	0.0
6482	CC(C)(C)OC(=O)Nc1ccc(OCc2ccccc2)cc1.CCI	CCN(C(=O)OC(C)(C)C)c1ccc(OCc2ccccc2)cc1	empty	empty	empty	empty	0.0
6483	CCC(c1ccc(Cl)cc1)(c1nn[nH]n1)n1ccc2c(NS(C)(=O)=O)cccc21.CCI	CCn1nnc(C(CC)(c2ccc(Cl)cc2)n2ccc3c(NS(C)(=O)=O)cccc32)n1	empty	empty	empty	empty	0.0
6484	Cl.NO.O=C(Cl)/C=C/c1cccc(S(=O)(=O)Nc2ccc(Cl)cc2)c1	O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccc(Cl)cc2)c1)NO	empty	empty	empty	empty	0.0
6485	Cl.NO.O=C(Cl)C=Cc1ccccc1S(=O)(=O)Nc1ccccc1	O=C(C=Cc1ccccc1S(=O)(=O)Nc1ccccc1)NO	empty	empty	empty	empty	0.0
6486	COc1ccc(CON)cc1.CC(C)(Oc1ccc(Cl)cc1)C(=O)Cl	COc1ccc(CONC(=O)C(C)(C)Oc2ccc(Cl)cc2)cc1	empty	empty	empty	empty	0.0
6487	Cl.NO.O=C(Cl)C=Cc1ccc(S(=O)(=O)Nc2ccc(Br)cc2)cc1	O=C(C=Cc1ccc(S(=O)(=O)Nc2ccc(Br)cc2)cc1)NO	empty	empty	empty	empty	0.0
6488	Cl.NO.O=C(Cl)C=Cc1cccc(S(=O)(=O)Nc2cccc(F)c2)c1	O=C(C=Cc1cccc(S(=O)(=O)Nc2cccc(F)c2)c1)NO	empty	empty	empty	empty	0.0
6489	Cl.NO.O=C(Cl)C=Cc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1	O=C(C=Cc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1)NO	empty	empty	empty	empty	0.0
